nome_parceiro,nome_produto,count_contratos,valor_aluguel,valor_aluguel_acumulado,date_inicio_contrato_mais_rescente,porcentagem_acumulada,classe,pontualizado
HEBROM BROOKLIN IMOBILIÁRIA LTDA,Smart,0,0.00,9275450.17,2024-07-11,100.0,C,1.0
CÁSSIO ALEXANDRE PEREIRA DE BRITO JUNIOR 45007277878,Smart,0,0.00,9275450.17,2022-11-08,100.0,C,1.0
FABIO LUIS DA SILVA TIBIRICA,Smart,0,0.00,9275450.17,2023-01-23,100.0,C,1.0
Light - Valore Investimentos Imobiliarios LTDA,Smart,0,0.00,9275450.17,2024-06-14,100.0,C,1.0
I GO IMOBILIARIA LTDA.,Smart,0,0.00,9275450.17,,100.0,C,1.0
FELICIA MARIA LEITAO 14115081813,Smart,0,0.00,9275450.17,2022-12-05,100.0,C,1.0
MARCIO THOME LTDA.,Smart,0,0.00,9275450.17,2023-03-24,100.0,C,1.0
Light Bank - LUAGGE IMÓVEIS LTDA,Light,0,0.00,9275450.17,2024-08-01,100.0,C,1.0
Light Bank - LUAGGE IMÓVEIS LTDA,Smart,0,0.00,9275450.17,2023-11-16,100.0,C,1.0
LUCAS TSUJI SOARES,Smart,0,0.00,9275450.17,2023-02-09,100.0,C,1.0
CHAMOUN IMÓVEIS LTDA.,Full,0,0.00,9275450.17,2024-09-30,100.0,C,1.0
MARQUES E SUKIENIK LTDA,Smart,0,0.00,9275450.17,2023-07-11,100.0,C,1.0
IMÓVEIS SERRA GESTAO E ADMINISTRACAO IMOBILIARIA LTDA,Full,0,0.00,9275450.17,2025-08-06,100.0,C,1.0
IMÓVEIS SERRA GESTAO E ADMINISTRACAO IMOBILIARIA LTDA,Smart,0,0.00,9275450.17,2024-05-22,100.0,C,1.0
ANGELA BORBA,Smart,0,0.00,9275450.17,2023-05-15,100.0,C,1.0
START FLASH IMÓVEIS LTDA,Smart,0,0.00,9275450.17,2023-06-15,100.0,C,1.0
GALOREN GESTAO IMOBILIARIA LTDA,Smart,0,0.00,9275450.17,2023-12-30,100.0,C,1.0
Ítalo Francisco Nogueira De Castro,Smart,0,0.00,9275450.17,2023-09-29,100.0,C,1.0
CASTORINO BROKER LTDA,Smart,0,0.00,9275450.17,2024-03-07,100.0,C,1.0
CAROL MAIA NEGOCIOS IMOBILIARIOS LTDA,Smart,0,0.00,9275450.17,2024-02-29,100.0,C,1.0
Jamerson de Albuquerque Leal,Smart,0,0.00,9275450.17,2024-05-01,100.0,C,1.0
CLASS NEGÓCIOS IMOBILIARIOS LTDA,Full,0,0.00,9275450.17,2024-06-01,100.0,C,1.0
CLASS NEGÓCIOS IMOBILIARIOS LTDA,Smart,0,0.00,9275450.17,2024-05-01,100.0,C,1.0
OLIVEIRA E SILVA IMOVEIS LTDA,Smart,0,0.00,9275450.17,2024-05-20,100.0,C,1.0
"TOPBENS CORRETORA DE IMOVEIS, SEGUROS E REPRESENTACAO LTDA",Smart,0,0.00,9275450.17,2023-12-10,100.0,C,1.0
UP PARTNESS,Smart,0,0.00,9275450.17,2025-01-23,100.0,C,1.0
Light Growth - RODRIGUES E SILVA EMPREENDIMENTOS IMOBILIARIOS LTDA,Smart,0,0.00,9275450.17,2024-07-01,100.0,C,1.0
DIEGO VASCONCELOS COUTINHO,Full,0,0.00,9275450.17,2024-08-30,100.0,C,1.0
DIEGO VASCONCELOS COUTINHO,Smart,0,0.00,9275450.17,2024-05-06,100.0,C,1.0
ANDRE LUIS BISPO DOS SANTOS,Smart,0,0.00,9275450.17,2024-12-06,100.0,C,1.0
LIGHT GROWTH - ACHEI TAGUA EMPREENDIMENTOS LTDA,Smart,0,0.00,9275450.17,2024-03-15,100.0,C,1.0
LIGHT SAFE - NOVA ESPERANÇA IMÓVEIS LTDA,Smart,0,0.00,9275450.17,2024-05-13,100.0,C,1.0
LIGHT SAFE - NOVA ESPERANÇA IMÓVEIS LTDA,Light,0,0.00,9275450.17,2024-08-23,100.0,C,1.0
LIGHT GROWTH - IMOBILIARIA STEVAUX GALVAO LTDA,Smart,0,0.00,9275450.17,,100.0,C,1.0
LIGHT SAFE - OSMAR PINTO CORRETORA DE IMOVEIS LTDA,Smart,0,0.00,9275450.17,2024-05-02,100.0,C,1.0
COOPERAR IMOVEIS LTDA,Smart,0,0.00,9275450.17,,100.0,C,1.0
TORRE DE SANGREGORIO NEGOCIOS IMOBILIARIOS LTDA,Full,0,0.00,9275450.17,2024-06-28,100.0,C,1.0
Light Growth - DUEGATTI ASSESSORIA IMOBILIARIA LTDA,Light,0,0.00,9275450.17,2024-05-15,100.0,C,1.0
Light Growth - DUEGATTI ASSESSORIA IMOBILIARIA LTDA,Smart,0,0.00,9275450.17,,100.0,C,1.0
Light Growth - TIBOLA IMOVEIS LTDA,Light,0,0.00,9275450.17,,100.0,C,0.0
Light Growth - TIBOLA IMOVEIS LTDA,Smart,0,0.00,9275450.17,,100.0,C,1.0
Ligth Safe - CASA REAL ASSESSORIA HABITACIONAL LTDA,Light,0,0.00,9275450.17,2024-05-10,100.0,C,1.0
Light Safe - Adriano Augusto Dos Santos Nunes,Smart,0,0.00,9275450.17,,100.0,C,1.0
MAURI KESSLER LTDA,Smart,0,0.00,9275450.17,2024-07-24,100.0,C,1.0
Ronaldo Ferreira,Light,0,0.00,9275450.17,2024-05-23,100.0,C,1.0
Light Safe - A. B. DE LIMA CONSULTORIA IMOBILIARIA,Light,0,0.00,9275450.17,2024-09-09,100.0,C,1.0
SQUADRA ENGENHARIA LTDA,Smart,0,0.00,9275450.17,2021-10-22,100.0,C,1.0
Light- LUAGGE IMÓVEIS LTDA,Smart,0,0.00,9275450.17,2023-04-01,100.0,C,1.0
DAREDE ADMINISTRAÇÃO E NEGÓCIOS EMPRESARIAIS EIRELI,,0,0.00,9275450.17,,100.0,C,nan
JOÃO MARCOS DA COSTA PRATES,,0,0.00,9275450.17,,100.0,C,nan
GILVAN LIMA LACERDA,,0,0.00,9275450.17,,100.0,C,nan
MARCELO IOVANOVISCHI,,0,0.00,9275450.17,,100.0,C,nan
ADRIANO ARAUJO EMPREENDIMENTOS IMOBILIARIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
FLAT IMOBILIÁRIA LTDA.,Full,0,0.00,9275450.17,2025-02-06,100.0,C,1.0
OPUS SERVIÇOS IMOBILIARIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
RMJB CORRETORA DE IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
DESTRA ASSESSORIA IMOBILIARIA LTDA,Full,0,0.00,9275450.17,2025-03-20,100.0,C,1.0
BATISTELLA ASSESSORIA IMOBILIARIA LTDA,Bank,0,0.00,9275450.17,,100.0,C,0.0
PRIME IMOVEIS GOIANIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
ARMANDO LUIS DA SILVA GOMES,,0,0.00,9275450.17,,100.0,C,nan
GSR DE OLIVEIRA ADMINISTRADORA DE BENS IMÓVEIS,Smart,0,0.00,9275450.17,,100.0,C,0.0
MARIO PEREIRA DOS SANTOS,,0,0.00,9275450.17,,100.0,C,nan
PARCERIA IMOVEIS BH LTDA,,0,0.00,9275450.17,,100.0,C,nan
E DOS SANTOS SOUZA NEGOCIOS IMOBILIARIOS,,0,0.00,9275450.17,,100.0,C,nan
Light Growth - RAPHAEL IMÓVEIS LTDA,Smart,0,0.00,9275450.17,,100.0,C,0.0
COUTO DUDA NEGOCIOS EIRELLI,,0,0.00,9275450.17,,100.0,C,nan
JSF ENGENHARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
LIGHT - AM IMOVEIS LTDA,Bank,0,0.00,9275450.17,,100.0,C,0.0
CONSULTEC CONSULTORIA IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
LIGHT SAFE - MULTIHOUSE PRESTACAO SERVICOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
INVENTA MUNDO SOLUCOES SUSTENTAVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
SERRA & DIANNO ADMINISTRACAO E VENDAS DE IMOVEIS LTDA,Smart,0,0.00,9275450.17,2026-04-10,100.0,C,2.0
JUNGES & PINHAL NEGOCIOS IMOBILIARIOS LTDA- ME,,0,0.00,9275450.17,,100.0,C,nan
FELIPE SANTOS SILVA,,0,0.00,9275450.17,,100.0,C,nan
C. BALTAZAR ASSESSORIA IMOBILIÁRIA,,0,0.00,9275450.17,,100.0,C,nan
WAYRONN W. L. GONCALVES CORRETOR DE IMOVEIS,,0,0.00,9275450.17,,100.0,C,nan
IMÓVEIS IBITURUNA LTDA,,0,0.00,9275450.17,,100.0,C,nan
GG IMOVEIS LTDA,Full,0,0.00,9275450.17,2024-11-22,100.0,C,1.0
ALIANCE IMOBILIARIA LTDA,Bank,0,0.00,9275450.17,2025-02-14,100.0,C,1.0
ALIANCE IMOBILIARIA LTDA,Light,0,0.00,9275450.17,2024-11-08,100.0,C,1.0
RAFAEL DE CAMPOS PONTES,Full,0,0.00,9275450.17,2025-05-15,100.0,C,1.0
EZEO IMÓVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
DATAKING CONTABILIDADE E IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
CARLOS EDUARDO COSTA,,0,0.00,9275450.17,,100.0,C,nan
PGX IMÓVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
VERANO IMOBILIÁRIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
Light Bank - LUAGGE IMÓVEIS LTDA,Bank,0,0.00,9275450.17,2024-12-16,100.0,C,1.0
DAVID OLIVEIRA ALVES FERREIRA,,0,0.00,9275450.17,,100.0,C,nan
VOE FELICITA LTDA,,0,0.00,9275450.17,,100.0,C,nan
LIGHT GROWTH - JOSE CARLOS APOCALYPSE NOGUEIRA,,0,0.00,9275450.17,,100.0,C,nan
Light Safe - CURCIO NEGOCIOS IMOBILIARIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
Agenciador 8,,0,0.00,9275450.17,,100.0,C,nan
O. GONCALVES CELESTINO CONSULTORIA IMOBILIARIA,,0,0.00,9275450.17,,100.0,C,nan
LIGHT GROWTH - ACHEX IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
A B B MOUSINHO FILHO EIRELI,,0,0.00,9275450.17,,100.0,C,nan
VIEIRA IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
SANDY EMPREENDIMENTOS IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
LIGHT GROWTH - RF7 IMÓVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
CIA DO IMOVEL LTDA,Full,0,0.00,9275450.17,,100.0,C,0.0
IMOBILIÁRIA SOARES E OLIVEIRA LTDA,,0,0.00,9275450.17,,100.0,C,nan
JARBAS DIAS,,0,0.00,9275450.17,,100.0,C,nan
LIGHT GROWTH - C&F ADMINISTRACOES E PARTICIPACOES LTDA,,0,0.00,9275450.17,,100.0,C,nan
MONTELO IMOVEIS LTDA,Full,0,0.00,9275450.17,2025-06-14,100.0,C,1.0
Valore Imóveis - Acesso Érica,,0,0.00,9275450.17,,100.0,C,nan
T2 - Análises Cadastral,,0,0.00,9275450.17,,100.0,C,nan
ALLIANCA IMOVEIS ARARAQUARA LTDA,Full,0,0.00,9275450.17,2025-01-15,100.0,C,1.0
ALLIANCA IMOVEIS ARARAQUARA LTDA,Smart,0,0.00,9275450.17,2024-09-11,100.0,C,2.0
EDIVALDO APARECIDO LUBECK,,0,0.00,9275450.17,,100.0,C,nan
MAIKON ROQUE DE MIRANDA DA SILVA,Smart,0,0.00,9275450.17,2024-10-31,100.0,C,1.0
Wilson Signorini - Analise cadastral,,0,0.00,9275450.17,,100.0,C,nan
MAVINC MARAJOARA CONSULTORIA IMOBILIÁRIA LTDA,Full,0,0.00,9275450.17,2025-07-13,100.0,C,1.0
MC CORRETORA DE IMOVEIS IN VIX LTDA,,0,0.00,9275450.17,,100.0,C,nan
CADASTRO DE CONTRATOS LIGHT,Light,0,0.00,9275450.17,2025-03-28,100.0,C,1.0
Central de Vendas e Gestão de imóveis Ltda,,0,0.00,9275450.17,,100.0,C,nan
DAMGAARD E NASCENTE IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
MARCOS ROBERTO MONTEIRO - ME,Light,0,0.00,9275450.17,2025-05-10,100.0,C,1.0
AP IMÓVEIS LTDA.,,0,0.00,9275450.17,,100.0,C,nan
Light- LUAGGE IMÓVEIS LTDA,Bank,0,0.00,9275450.17,,100.0,C,0.0
ELDORADO EMPREENDIMENTOS IMOBILIÁRIOS LTDA ME,Full,0,0.00,9275450.17,,100.0,C,0.0
VERUS TECNOLOGIA IMOBILIÁRIA LTDA.,,0,0.00,9275450.17,,100.0,C,nan
Luagge Comercial 4,,0,0.00,9275450.17,,100.0,C,nan
LEANDRO MORAES DE LIMA,,0,0.00,9275450.17,,100.0,C,nan
Juntus - Análise Cadastral,,0,0.00,9275450.17,,100.0,C,nan
Valore Imóveis Análise de Ficha,,0,0.00,9275450.17,,100.0,C,nan
José Conrado de Oliveira Lima Filho,,0,0.00,9275450.17,,100.0,C,nan
RIO CAPITAL CONSULTORIA IMOBILIARIA LTDA,Full,0,0.00,9275450.17,2025-05-27,100.0,C,1.0
FAIR PLAY GESTAO DE PATRIMONIOS E CONDOMINIOS LTDA,Full,0,0.00,9275450.17,,100.0,C,0.0
BRUNA DE ARAÚJO FERREIRA MATOS,,0,0.00,9275450.17,,100.0,C,nan
SOALHEIRO IMÓVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
SEMPRE BEM CORRETAGEM DE IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
HILLS INTELIGENCIA IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
FLORA HUB SOLUTIONS LTDA,,0,0.00,9275450.17,,100.0,C,nan
MELHEM IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
FIVE-MAVINC MARAJOARA CONSULTORIA IMOBILIÁRIA LTDA ,Full,0,0.00,9275450.17,,100.0,C,0.0
BRUM ADMINISTRADORA DE IMOVEIS LTDA,Light,0,0.00,9275450.17,2025-08-25,100.0,C,1.0
Rodrigo Henrique Miranda,,0,0.00,9275450.17,,100.0,C,nan
EDUARDO AUGUSTO DE MONTENEGRO BRANDAO PLANEJAMENTO FINANCEIRO E IMOBILIARIO,Smart,0,0.00,9275450.17,2025-04-01,100.0,C,1.0
ELIAS SANTOS JUNIOR,,0,0.00,9275450.17,,100.0,C,nan
MILANO BENTO TREINAMENTOS E NEGÓCIOS IMOBILIARIOS LTDA,Smart,0,0.00,9275450.17,2026-05-18,100.0,C,1.0
Daniel João Lopes Souza,,0,0.00,9275450.17,,100.0,C,nan
UFANIA IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
FRANCISCO CARLOS MARTINS DOS SANTOS,,0,0.00,9275450.17,,100.0,C,nan
EMERSON RODRIGUES DE ASSUNÇÃO,,0,0.00,9275450.17,,100.0,C,nan
V. M. C. FERREIRA CORRETORA DE IMOVEIS,,0,0.00,9275450.17,,100.0,C,nan
PEDRO BROKERS NEGÓCIOS IMOBILIÁRIOS,,0,0.00,9275450.17,,100.0,C,nan
DALVISON XAVIER NORONHA JUNIOR,,0,0.00,9275450.17,,100.0,C,nan
ALEX ALVES DE LIMA SILVA,,0,0.00,9275450.17,,100.0,C,nan
QDEZ NEGOCIOS IMOBILIARIOS LTDA,Full,0,0.00,9275450.17,2024-12-18,100.0,C,1.0
FERNANDO ALVES FERNANDES,,0,0.00,9275450.17,,100.0,C,nan
Light Safe - SOB MEDIDA - GESTAO E NEGOCIOS IMOBILIARIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
ALIARE IMÓVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
ELIAS DE ASSUNÇÃO OLIVEIRA,,0,0.00,9275450.17,,100.0,C,nan
UNIDADE BANDEIRINHAS BETIM LTDA,,0,0.00,9275450.17,,100.0,C,nan
FLAVIA MACHADO DOS SANTOS ALVES 03058070640,,0,0.00,9275450.17,,100.0,C,nan
BET SERVICOS IMOBILIARIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
FL - Analise Cadastral,,0,0.00,9275450.17,,100.0,C,nan
MARCELO FERREIRA DE OLIVEIRA,Smart,0,0.00,9275450.17,2025-01-15,100.0,C,1.0
Luagge Comercial 5,,0,0.00,9275450.17,,100.0,C,nan
CERTA IMOVEIS IPATINGA LTDA,Bank,0,0.00,9275450.17,,100.0,C,0.0
ABM NEGÓCIOS IMOBILIÁRIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
POTENZIALE IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
JULIO JEFFERSON BRAGA IMOVEIS,,0,0.00,9275450.17,,100.0,C,nan
AM IMOVEIS LTDA,Bank,0,0.00,9275450.17,,100.0,C,0.0
MARCO AURÉLIO RODRIGUES AZEVEDO CRUZ,,0,0.00,9275450.17,,100.0,C,nan
TESTE TI,Full,0,0.00,9275450.17,,100.0,C,0.0
TESTE TI,Light,0,0.00,9275450.17,,100.0,C,1.0
TESTE TI,Bank,0,0.00,9275450.17,,100.0,C,0.0
ESTATE MBASTOS ELDORADO,,0,0.00,9275450.17,,100.0,C,nan
R DA SILVA CONSULTORIA IMOBILIÁRIA,,0,0.00,9275450.17,,100.0,C,nan
HELIOMAR LIMA DA SILVA,,0,0.00,9275450.17,,100.0,C,nan
Pré atendimento Luagge,,0,0.00,9275450.17,,100.0,C,nan
DRUMMOND ANDRADE NEGÓCIOS IMOBILIÁRIOS LTDA ME,,0,0.00,9275450.17,,100.0,C,nan
Light Growth - SB SOLUCOES IMOBILIARIAS LTDA,Light,0,0.00,9275450.17,2024-09-01,100.0,C,1.0
IM IMOVEIS LTDA,Smart,0,0.00,9275450.17,,100.0,C,0.0
SOLUÇÕES CORRETORA IMOBILIÁRIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
GILBERTO DE JESUS,,0,0.00,9275450.17,,100.0,C,nan
RS INTERMEDIACAO IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
Teste Parceiro UP - Bank,,0,0.00,9275450.17,,100.0,C,nan
A.R. CORRETORA DE IMÓVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
CHAVE FORTE SERVICOS IMOBILIARIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
ZUCATO IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
Luagge comercial 2,,0,0.00,9275450.17,,100.0,C,nan
JOSÉ AMÉRICO DOS SANTOS FILHO,,0,0.00,9275450.17,,100.0,C,nan
Let S Hub Ltda,,0,0.00,9275450.17,,100.0,C,nan
GOLDEN IMÓVEIS LTDA,Smart,0,0.00,9275450.17,2024-10-09,100.0,C,1.0
ABRYLAR - STACK IMOVEIS - SOLUCOES IMOBILIARIAS LTDA,Smart,0,0.00,9275450.17,2025-04-11,100.0,C,1.0
ABRYLAR - STACK IMOVEIS - SOLUCOES IMOBILIARIAS LTDA,Full,0,0.00,9275450.17,,100.0,C,0.0
MUNDIAL SERVIÇOS ADMINISTRATIVOS LTDA.,,0,0.00,9275450.17,,100.0,C,nan
GX IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
DEMICHURKI COMERCIAL LTDA,,0,0.00,9275450.17,,100.0,C,nan
Andrade Martins Imoveis Ltda,,0,0.00,9275450.17,,100.0,C,nan
Bruna Machado Luagge - Análise Cadastral,,0,0.00,9275450.17,,100.0,C,nan
CARMO ALVES EMPREENDIMENTOS IMOBILIARIOS LTDA,Light,0,0.00,9275450.17,2025-06-04,100.0,C,2.0
CARMO ALVES EMPREENDIMENTOS IMOBILIARIOS LTDA,Full,0,0.00,9275450.17,2025-05-22,100.0,C,2.0
Darci Alves dos Santos,,0,0.00,9275450.17,,100.0,C,nan
ARAUCARIA IMOVEIS ASSESSORIA E ADMINISTRACAO IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
BLACK IVESTIMENTOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
ADSECUR CONSULTORIA IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
Victor Henrique Araújo Almeida,,0,0.00,9275450.17,,100.0,C,nan
Hugo Reis Neto,,0,0.00,9275450.17,,100.0,C,nan
TENISSON PEREIRA DA SILVA,,0,0.00,9275450.17,,100.0,C,nan
IMOBILIÁRIA DURAND LTDA,,0,0.00,9275450.17,,100.0,C,nan
JR NEGOCIOS IMOBILIARIOS EIRELI,,0,0.00,9275450.17,,100.0,C,nan
Teste Parceiro UP - Full,Full,0,0.00,9275450.17,2026-03-30,100.0,C,1.0
Teste Parceiro UP - Full,Light,0,0.00,9275450.17,,100.0,C,1.0
HOMELAR IMOVEIS LTDA.,,0,0.00,9275450.17,,100.0,C,nan
LOUBACK EMPREENDIMENTOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
ERCILIANE MARTINS ALVES SOARES DE OLIVEIRA 07766770636,,0,0.00,9275450.17,,100.0,C,nan
COOPERAR IMOVEIS LTDA,Full,0,0.00,9275450.17,2025-06-17,100.0,C,1.0
CERTA IMOVEIS LTDA,Bank,0,0.00,9275450.17,2021-07-20,100.0,C,1.0
FRANCESCHI & SILVA LTDA.,,0,0.00,9275450.17,,100.0,C,nan
Daniela Batista Luagge - Análise cadastral,,0,0.00,9275450.17,,100.0,C,nan
ALEXANDRE CARDOSO FREITAS,,0,0.00,9275450.17,,100.0,C,nan
IMOBMIX - CONSULTORIA IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
GUARAPARI PRAIA IMÓVEIS LTDA.,,0,0.00,9275450.17,,100.0,C,nan
SUZANA APARECIDA TENÓRIO CAVALCANTE,,0,0.00,9275450.17,,100.0,C,nan
EDLEIA MATOS DA SILVA,,0,0.00,9275450.17,,100.0,C,nan
Alex Alexandre Quadros Fiuza,,0,0.00,9275450.17,,100.0,C,nan
Josimar Rafael Oliveira Rosa,,0,0.00,9275450.17,,100.0,C,nan
DRYELLI VITORIA MARTINS DE FREITAS,,0,0.00,9275450.17,,100.0,C,nan
MCO Imóveis,,0,0.00,9275450.17,,100.0,C,nan
NEWTON BIUFORD DE SOUZA,,0,0.00,9275450.17,,100.0,C,nan
R E DIAS SOLUCOES IMOBILIARIAS,,0,0.00,9275450.17,,100.0,C,nan
CLASSE A IMÓVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
Análise cadastral Remax Share,,0,0.00,9275450.17,,100.0,C,nan
ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA - RENTI,Bank,0,0.00,9275450.17,,100.0,C,0.0
RAFAEL AUGUSTO DE MAGALHAES LEITE,,0,0.00,9275450.17,,100.0,C,nan
TOPS IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
LIGHT GROWTH - 46.881.191 ROSANI LIRA DE SOUSA BARRETO,,0,0.00,9275450.17,,100.0,C,nan
SOMA IMOBILIÁRIA LTDA,Bank,0,0.00,9275450.17,2024-12-13,100.0,C,1.0
JM LEAL ASSESSORIA IMOBILIÁRIA LTDA.,,0,0.00,9275450.17,,100.0,C,nan
ALUGGAI ADMINISTRACAO DE IMOVEIS LTDA - IGP,Full,0,0.00,9275450.17,,100.0,C,0.0
LEPEX - LANÇAMENTOS E PRONTOS EXCLUSIVOS - LTDA,,0,0.00,9275450.17,,100.0,C,nan
RDJ CORRETAGEM DE IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
SOLAR - Análise de fichas,,0,0.00,9275450.17,,100.0,C,nan
RAFAELA F DOS SANTOS DA SILVA,,0,0.00,9275450.17,,100.0,C,nan
OMKARA TRUST NEGOCIOS IMOBILIARIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
HI IMOBILIÁRIA DIGITAL LTDA,,0,0.00,9275450.17,,100.0,C,nan
Willian Carlos da Silva,,0,0.00,9275450.17,,100.0,C,nan
ABRYLAR NEGOCIOS IMOBILIARIOS LTDA,Full,0,0.00,9275450.17,2025-05-19,100.0,C,1.0
SM ASSESSORIA IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
BRK EMPREENDIMENTOS IMOBILIARIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
RESPIRATUS ADMINISTRACAO DE IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
THAIRONE FELIX PASSOS,,0,0.00,9275450.17,,100.0,C,nan
ERON ALVES ARANTES,,0,0.00,9275450.17,,100.0,C,nan
FUNDAMENTAL NEGÓCIOS IMOBILIÁRIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
Light Growth - REPUBLICA INVESTIMENTOS E ADMINISTRACAO DE IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
Carteira Remanescente Vesp,Smart,0,0.00,9275450.17,,100.0,C,0.0
ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,Bank,0,0.00,9275450.17,,100.0,C,0.0
ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,Smart,0,0.00,9275450.17,2026-03-30,100.0,C,2.0
DENA GESTAO IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
DHUO NEGOCIOS IMOBILIARIOS LTDA,Full,0,0.00,9275450.17,2024-12-15,100.0,C,1.0
DHUO NEGOCIOS IMOBILIARIOS LTDA,Smart,0,0.00,9275450.17,2024-11-28,100.0,C,1.0
MARCOS GONÇALVES MOURA,,0,0.00,9275450.17,,100.0,C,nan
INFINITY CONSULTORIA IMOBILIÁRIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
PLUG MULTIPLOS NEGOCIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
VSA IMOVEIS LTDA,,0,0.00,9275450.17,,100.0,C,nan
BARÊA E BARROS NEGÓCIOS IMOBILIÁRIOS LTDA,,0,0.00,9275450.17,,100.0,C,nan
Luagge Comercial 1,,0,0.00,9275450.17,,100.0,C,nan
INBOX GESTAO DE ATIVOS IMOBILIARIOS LTDA,Bank,0,0.00,9275450.17,2024-12-19,100.0,C,1.0
INBOX GESTAO DE ATIVOS IMOBILIARIOS LTDA,Light,0,0.00,9275450.17,2025-03-10,100.0,C,1.0
IMOVELVESP IMOBILIÁRIA LTDA,Full,0,0.00,9275450.17,2020-09-02,100.0,C,1.0
CARDINOT CONSULTORIA IMOBILIARIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
ROTINA ADMINISTRACAO DE RECEBIVEIS LTDA,Bank,0,0.00,9275450.17,,100.0,C,0.0
DONADIO & BONIFACIO DOCUMENTAÇÕES LTDA.,,0,0.00,9275450.17,,100.0,C,nan
RICARDO ANTONIO DE SOUZA,,0,0.00,9275450.17,,100.0,C,nan
SUBSOLO IMOBILIÁRIA LTDA,,0,0.00,9275450.17,,100.0,C,nan
Fernando Neves Gomes,,0,0.00,9275450.17,,100.0,C,nan
